"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","label","High_income"
"578","Electricity","Renewable energy certificates","NOR",2014,6,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"579","Industry","Carbon tax","FRA",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"580","Industry","Carbon Tax Industry","MEX",2014,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",0
"581","Industry","Carbon Tax Industry","CHL",2014,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",0
"582","Industry","EnergyEfficiencyMandates","GBR",2014,8,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"583","Industry","EnergyEfficiencyMandates","SVK",2014,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"584","Industry","EnergyEfficiencyMandates","IRL",2014,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"585","Industry","EnergyEfficiencyMandates","IDN",2014,3,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"586","Industry","EnergyEfficiencyMandates","DNK",2014,8,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"587","Industry","EnergyEfficiencyMandates","RUS",2014,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"588","Industry","EnergyEfficiencyMandates","ROU",2014,4,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"589","Industry","EnergyEfficiencyMandates","FIN",2014,5,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"590","Industry","ETS Industry","CHN",2014,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0
"591","Industry","ETS Industry","CHE",2014,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"592","Industry","Financing Mechanism Industry","COL",2014,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"593","Industry","Financing Mechanism Industry","SVK",2014,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"594","Industry","Financing Mechanism Industry","AUT",2014,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"595","Industry","Financing Mechanism Industry","ITA",2014,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"596","Industry","Financing Mechanism Industry","NLD",2014,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"597","Industry","Fossil Fuel Subsidies Industry","CZE",2014,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"598","Industry","Fossil Fuel Subsidies Industry","IND",2014,9,"MBI","Carbon Pricing",4,5,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"599","Industry","Fossil Fuel Subsidies Industry","ESP",2014,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","slow_increase",1
"600","Transport","Carbon Tax Transport","MEX",2014,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",0
"601","Transport","Carbon Tax Transport","FRA",2014,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",1
"602","Transport","ETS Transport","CHN",2014,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation (driving)","Market","Pricing","jump",0
"603","Transport","ETS Transport","CAN",2014,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation (driving)","Market","Pricing","jump",1
"604","Transport","Financial support","BRA",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"605","Transport","Financial support","CHN",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"606","Transport","Fossil Fuel Subsidies Transport","IND",2014,7,"MBI","Carbon Pricing",4,5,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"607","Transport","Fossil Fuel Subsidies Transport","MEX",2014,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"608","Transport","Fossil Fuel Subsidies Transport","TUR",2014,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"609","Transport","Investment in Rail Infrastructure","CZE",2014,8,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","slow_increase",1
"610","Transport","Investment in Rail Infrastructure","CAN",2014,3,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"611","Transport","Investment in Rail Infrastructure","NOR",2014,5,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"612","Transport","Investment in Rail Infrastructure","IRL",2014,10,"NMBI","Other NMBI",8,9,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"613","Transport","Speed Limits","USA",2014,9,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Speed limit","Speed limit","Speed limit","Non-market","Regulation","jump",1
"614","Transport","Speed Limits","MEX",2014,7,"NMBI","Other NMBI",6,6,0,1,1,"OECD","Speed limit","Speed limit","Speed limit","Non-market","Regulation","jump",0
"615","Buildings","Carbon Tax Buildings","PRT",2015,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"616","Buildings","ETS Buildings","KOR",2015,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0
"617","Buildings","Financing Mechanism Buildings","CHN",2015,8,"MBI","Subsidy",3,3,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"618","Buildings","Financing Mechanism Buildings","AUS",2015,8,"MBI","Subsidy",3,3,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"619","Buildings","Financing Mechanism Buildings","IRL",2015,8,"MBI","Subsidy",3,3,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"620","Buildings","Financing Mechanism Buildings","CHL",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"621","Buildings","Financing Mechanism Buildings","ESP",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"622","Buildings","Financing Mechanism Buildings","NZL",2015,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"623","Buildings","Financing Mechanism Buildings","AUT",2015,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"624","Buildings","Financing Mechanism Buildings","COL",2015,10,"MBI","Subsidy",5,10,0,1,0,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"625","Buildings","Fossil Fuel Subsides Buildings","DNK",2015,9,"MBI","Carbon Pricing",3,3,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"626","Buildings","Fossil Fuel Subsides Buildings","MEX",2015,10,"MBI","Carbon Pricing",6,5,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"627","Buildings","Labels Appliances","IND",2015,8,"NMBI","Information",3,3,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"628","Buildings","Labels Appliances","TUR",2015,10,"NMBI","Information",2,2,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"629","Buildings","MEPS of appliances","CHL",2015,8,"NMBI","Performance Standards",5,8,0,1,0,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"630","Electricity","AirEmissionStandards","FIN",2015,8,"NMBI","Performance Standards",1,2,0,0,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"631","Electricity","Auction","FRA",2015,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"632","Electricity","Auction","ZAF",2015,4,"MBI","Subsidy",4,4,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"633","Electricity","Auction","CHL",2015,5,"MBI","Subsidy",3,5,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"634","Electricity","Auction","DEU",2015,3,"MBI","Subsidy",3,3,0,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"635","Electricity","Auction","GBR",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"636","Electricity","BanPhaseOutCoal","GBR",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"637","Electricity","Carbon Tax Electricity","PRT",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"638","Electricity","Carbon Price Floor","GBR",2015,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","slow_increase",1
"639","Electricity","ETS Electricity","KOR",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0
"640","Electricity","Feed-In-Tariffs","ITA",2015,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"641","Electricity","Fossil Fuel Subsidies Electricity","POL",2015,5,"MBI","Carbon Pricing",2,1,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"642","Electricity","PlanningRenewablesExpansion","DNK",2015,7,"NMBI","Other regulatory instruments",6,6,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"643","Electricity","PlanningRenewablesExpansion","ESP",2015,9,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"644","Electricity","PlanningRenewablesExpansion","CHL",2015,6,"NMBI","Other regulatory instruments",2,5,0,1,0,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"645","Electricity","PlanningRenewablesExpansion","HUN",2015,4,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"646","Electricity","PlanningRenewablesExpansion","IRL",2015,7,"NMBI","Other regulatory instruments",6,6,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"647","Electricity","PlanningRenewablesExpansion","MEX",2015,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"648","Electricity","Renewable energy certificates","NOR",2015,7,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","slow_increase",1
"649","Industry","EnergyEfficiencyMandates","BGR",2015,6,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"650","Industry","EnergyEfficiencyMandates","DEU",2015,8,"NMBI","Other regulatory instruments",7,7,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"651","Industry","EnergyEfficiencyMandates","SAU",2015,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"652","Industry","EnergyEfficiencyMandates","MEX",2015,4,"NMBI","Other regulatory instruments",4,4,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"653","Industry","EnergyEfficiencyMandates","ITA",2015,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"654","Industry","EnergyEfficiencyMandates","ESP",2015,8,"NMBI","Other regulatory instruments",5,6,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"655","Industry","EnergyEfficiencyMandates","ZAF",2015,6,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"656","Industry","EnergyEfficiencyMandates","ROU",2015,8,"NMBI","Other regulatory instruments",4,6,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"657","Industry","EnergyEfficiencyMandates","HUN",2015,4,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"658","Industry","EnergyEfficiencyMandates","AUT",2015,8,"NMBI","Other regulatory instruments",6,7,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"659","Industry","EnergyEfficiencyMandates","CZE",2015,7,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"660","Industry","ETS Industry","KOR",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0
"661","Industry","Financing Mechanism Industry","CHN",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"662","Industry","Financing Mechanism Industry","NZL",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"663","Industry","Financing Mechanism Industry","AUS",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"664","Industry","Financing Mechanism Industry","IRL",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"665","Industry","Financing Mechanism Industry","ESP",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"666","Industry","Financing Mechanism Industry","BRA",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"667","Industry","Financing Mechanism Industry","CHE",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"668","Industry","Fossil Fuel Subsidies Industry","MEX",2015,8,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"669","Industry","Fossil Fuel Subsidies Industry","SWE",2015,8,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"670","Industry","Fossil Fuel Subsidies Industry","GRC",2015,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"671","Industry","Fossil Fuel Subsidies Industry","DNK",2015,10,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"672","Industry","MEPS electric motors","CHE",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"673","Industry","MEPS electric motors","SAU",2015,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"674","Industry","MEPS electric motors","TUR",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"675","Industry","MEPS electric motors","KOR",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"676","Industry","MEPS electric motors","NOR",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"677","Transport","Bans and Phaseouts passenger cars ICE","NLD",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"678","Transport","Bans and Phaseouts passenger cars ICE","NOR",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"679","Transport","Bans and Phaseouts passenger cars ICE","DEU",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"680","Transport","Bans and Phaseouts passenger cars ICE","GBR",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil cars)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"681","Transport","Carbon Tax Transport","PRT",2015,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",1
"682","Transport","Financial support","CHN",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"683","Transport","Financial support","JPN",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"684","Transport","Financial support","ESP",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"685","Transport","Financial support","NLD",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"686","Transport","Financial support","KOR",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"687","Transport","Financial support","NOR",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"688","Transport","Fossil Fuel Subsidies Transport","MEX",2015,5,"MBI","Carbon Pricing",2,4,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"689","Transport","Fossil Fuel Subsidies Transport","RUS",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"690","Transport","Fossil Fuel Subsidies Transport","IND",2015,10,"MBI","Carbon Pricing",3,7,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"691","Transport","Fossil Fuel Subsidies Transport","COL",2015,6,"MBI","Carbon Pricing",3,1,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"692","Transport","Investment in Rail Infrastructure","POL",2015,3,"NMBI","Other NMBI",2,1,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"693","Transport","Investment in Rail Infrastructure","CZE",2015,10,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","slow_increase",1
"694","Transport","Investment in Rail Infrastructure","GRC",2015,4,"NMBI","Other NMBI",3,3,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"695","Transport","Taxation","DNK",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",1
"696","Buildings","Bans and Phaseouts Fossil Fuels Heating","FIN",2016,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"697","Buildings","BuildingEnergyCodes","NOR",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Building code","Building code","Building code","Non-market","Regulation","jump",1
"698","Buildings","Carbon Tax Buildings","FRA",2016,6,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"699","Buildings","ETS Buildings","USA",2016,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"700","Buildings","ETS Buildings","NZL",2016,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"701","Buildings","ETS Buildings","CAN",2016,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"702","Buildings","Financial support","ITA",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"703","Buildings","Financial support","SWE",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"704","Buildings","Financing Mechanism Buildings","NLD",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"705","Buildings","Financing Mechanism Buildings","CHL",2016,10,"MBI","Subsidy",5,10,0,1,0,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"706","Buildings","Financing Mechanism Buildings","BRA",2016,8,"MBI","Subsidy",3,3,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"707","Buildings","Financing Mechanism Buildings","IND",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"708","Buildings","Labels Appliances","COL",2016,8,"NMBI","Information",8,8,1,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"709","Buildings","Labels Appliances","IDN",2016,8,"NMBI","Information",3,3,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"710","Buildings","Labels Appliances","CAN",2016,8,"NMBI","Information",3,3,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",1
"711","Buildings","Labels Appliances","SAU",2016,10,"NMBI","Information",2,2,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"712","Buildings","MEPS of appliances","RUS",2016,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"713","Buildings","MEPS of appliances","ZAF",2016,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"714","Buildings","MEPS of appliances","CHN",2016,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"715","Buildings","MEPS of appliances","IDN",2016,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"716","Buildings","MEPS of appliances","SAU",2016,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"717","Electricity","AirEmissionStandards","PRT",2016,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"718","Electricity","AirEmissionStandards","USA",2016,9,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
